,name,num_plasmids_full,num_plasmids_lim,sum_length_full,sum_length_lim,num_contigs_full,num_contigs_lim,num_cds_full,num_cds_lim,lengths_full,lengths_lim,read_depth_full,read_depth_lim,gene_density_full,gene_density_lim,gc_content_full,gc_content_lim
NS-0093_assembly,NS-0093_assembly,8,5,150739,135271,12,8,289,228,"[38566, 20235, 3089, 9784, 32214, 41167, 1795, 3889]","[3089, 38566, 20235, 32214, 41167]","[0.948439, 0.487059, 0.559627, 0.644907, 0.988667, 0.955844, 5.681003, 2.640142]","[0.559627, 0.948439, 0.487059, 0.988667, 0.955844]","[0.900845, 0.726612, 0.582713, 0.715658, 0.618892, 0.620011, 0.872981, 0.897146]","[0.582713, 0.900845, 0.726612, 0.612156, 0.620011]","[0.344111, 0.325574, 0.298478, 0.325838, 0.369374, 0.380377, 0.513649, 0.496786]","[0.298478, 0.344111, 0.325574, 0.369374, 0.380377]"
NS-0095_assembly,NS-0095_assembly,23,15,259098,227510,97,84,488,302,"[5275, 3734, 14798, 51987, 4273, 41232, 1922, 13088, 8954, 9966, 2875, 6604, 7915, 2281, 3144, 8107, 5122, 34807, 6630, 18155, 3893, 2110, 2226]","[5275, 14798, 3734, 13088, 9966, 41232, 47679, 8954, 6604, 8107, 2875, 5122, 35291, 18155, 6630]","[0.482357, 0.43561, 0.784909, 1.371715, 0.65897, 1.304151, 0.686811, 1.335736, 1.160757, 0.777831, 0.664977, 0.634825, 0.574338, 0.887528, 0.43525, 1.640875, 13.597935, 1.206369, 1.174143, 1.040368, 2.509467, 1.628259, 0.527226]","[0.482357, 0.784909, 0.43561, 1.361564, 0.777831, 1.336189, 1.358769, 1.160757, 0.634825, 1.640875, 0.664977, 13.597935, 1.204908, 1.042469, 1.174143]","[0.723981, 0.907874, 0.463846, 0.769173, 0.799204, 0.666157, 0.710718, 0.706754, 0.935895, 0.813365, 0.744, 0.584191, 0.517246, 0.670758, 0.506679, 0.485383, 0.703827, 0.564197, 0.578281, 0.458386, 0.896224, 0.742654, 0.558401]","[0.723981, 0.463846, 0.907874, 0.695141, 0.813365, 0.622356, 0.753959, 0.935895, 0.584191, 0.485383, 0.523826, 0.703827, 0.556459, 0.458386, 0.578281]","[0.313365, 0.347349, 0.338762, 0.349799, 0.340042, 0.3547, 0.326223, 0.3329, 0.372683, 0.350993, 0.341217, 0.323743, 0.320404, 0.352477, 0.327608, 0.360183, 0.368216, 0.379119, 0.36727, 0.358909, 0.496275, 0.479621, 0.329739]","[0.313365, 0.338762, 0.347349, 0.3329, 0.350993, 0.3547, 0.349105, 0.372683, 0.323743, 0.360183, 0.341217, 0.368216, 0.379133, 0.358964, 0.36727]"
NS-0098_assembly,NS-0098_assembly,11,6,152978,135240,25,19,381,233,"[9778, 5261, 45811, 20700, 32045, 4376, 15686, 11220, 2417, 1795, 3889]","[9778, 20700, 45811, 32045, 15686, 11220]","[0.7756, 0.489272, 0.917534, 0.522479, 0.981789, 0.404229, 0.770184, 0.674521, 0.819437, 5.066728, 1.562096]","[0.7756, 0.522479, 0.917534, 0.981789, 0.770184, 0.674521]","[0.902843, 0.812583, 0.598437, 0.66256, 0.87995, 0.525594, 0.552467, 0.5, 0.534961, 0.872981, 0.897146]","[0.902843, 0.66256, 0.598437, 0.877672, 0.548451, 0.5]","[0.335856, 0.325223, 0.345899, 0.323623, 0.363364, 0.310558, 0.345404, 0.338146, 0.348779, 0.513649, 0.496272]","[0.335856, 0.323623, 0.345899, 0.363364, 0.345404, 0.338146]"
NS-0108_assembly,NS-0108_assembly,9,4,180970,154341,46,31,387,279,"[4680, 78110, 61199, 16366, 4702, 4309, 3893, 1848, 5863]","[78110, 36197, 4702, 35332]","[0.42356, 0.721853, 0.961044, 0.845488, 0.574079, 0.45712, 3.785782, 4.300004, 0.428882]","[0.721853, 1.053097, 0.583195, 0.949507]","[0.873291, 0.77131, 0.689113, 0.538311, 0.659081, 0.566489, 0.896224, 0.847944, 0.383933]","[0.765536, 0.629002, 0.614207, 0.72164]","[0.311111, 0.343592, 0.354025, 0.351033, 0.336027, 0.309353, 0.496789, 0.504329, 0.320143]","[0.343592, 0.361439, 0.336027, 0.344447]"
NS-0109_assembly,NS-0109_assembly,2,0,5727,0,3,0,11,0,"[3893, 1834]",[],"[2.222173, 2.60287]",[],"[0.896224, 0.854417]",[],"[0.496275, 0.507634]",[]
NS-0114_assembly,NS-0114_assembly,9,5,169286,155041,30,25,340,243,"[6099, 48054, 6878, 61539, 30427, 8922, 1795, 3889, 1683]","[6099, 48054, 61539, 30427, 8922]","[0.669827, 0.985045, 0.637229, 0.828577, 0.950584, 1.53448, 6.375576, 3.502456, 1.338169]","[0.669827, 0.985045, 0.828577, 0.950584, 1.53448]","[0.858337, 0.852333, 0.791655, 0.393328, 0.82739, 0.308115, 0.872981, 0.897146, 0.784314]","[0.858337, 0.852333, 0.393328, 0.812765, 0.308115]","[0.318085, 0.33968, 0.324077, 0.345894, 0.361685, 0.371553, 0.513649, 0.4973, 0.393345]","[0.318085, 0.33968, 0.345894, 0.361685, 0.371553]"
NS-0131_assembly,NS-0131_assembly,7,4,169229,121725,28,18,322,214,"[5813, 52798, 21347, 52216, 18057, 15054, 3944]","[22373, 51633, 43775, 3944]","[6.186485, 1.533548, 0.704658, 1.351226, 1.012772, 1.037488, 1.629238]","[0.786849, 1.527736, 1.369547, 1.394922]","[0.862377, 0.74518, 0.625896, 0.633312, 0.67586, 0.547097, 0.389452]","[0.597193, 0.761993, 0.610897, 0.389452]","[0.501634, 0.353157, 0.329133, 0.357209, 0.350224, 0.378438, 0.372465]","[0.330309, 0.353049, 0.348075, 0.372465]"
NS-0147_assembly,NS-0147_assembly,5,3,86573,54007,12,5,117,66,"[5780, 41414, 4330, 8263, 26786]","[41414, 4330, 8263]","[6.152658, 0.570006, 0.688685, 0.639181, 1.189754]","[0.570006, 0.688685, 0.639181]","[0.867301, 0.481673, 0.74642, 0.713542, 0.390764]","[0.481673, 0.74642, 0.713542]","[0.502941, 0.345922, 0.347344, 0.357255, 0.386135]","[0.345922, 0.347344, 0.357255]"
NS-0150_assembly,NS-0150_assembly,13,7,169461,151986,53,42,356,229,"[47243, 32541, 1536, 23353, 3884, 17447, 6566, 2660, 2460, 22807, 1795, 3889, 3280]","[47243, 31290, 23353, 17447, 6566, 22807, 3280]","[0.810976, 0.985337, 0.641991, 1.065298, 0.444353, 0.843974, 1.080125, 0.799842, 0.773956, 1.05692, 5.437625, 3.029722, 0.679286]","[0.810976, 0.956621, 1.065298, 0.843974, 1.080125, 1.05692, 0.679286]","[0.801452, 0.483882, 0.761719, 0.648696, 0.550721, 0.557861, 0.505787, 0.48609, 0.508537, 0.533433, 0.872981, 0.897146, 0.525305]","[0.801452, 0.420678, 0.648696, 0.557861, 0.505787, 0.533433, 0.36311]","[0.350147, 0.363511, 0.326823, 0.367662, 0.328012, 0.352038, 0.377094, 0.339098, 0.398374, 0.376946, 0.513649, 0.4973, 0.359451]","[0.350147, 0.360626, 0.367662, 0.352038, 0.377094, 0.376946, 0.359451]"
NS-0159_assembly,NS-0159_assembly,3,1,43599,37894,4,1,101,88,"[37894, 1812, 3893]",[37894],"[0.738549, 5.691798, 3.504171]",[0.738549],"[0.891434, 0.86479, 0.896224]",[0.891434],"[0.360849, 0.510486, 0.496275]",[0.360849]
NS-0170_assembly,NS-0170_assembly,15,8,204229,175070,87,66,472,265,"[55679, 9143, 4765, 28590, 3483, 7647, 7088, 47688, 13969, 2107, 8066, 1738, 3893, 3427, 6946]","[55679, 9143, 7647, 28590, 47688, 17270, 2107, 6946]","[1.575841, 0.575155, 0.412171, 0.880027, 0.78256, 1.174007, 0.761269, 1.621992, 1.044879, 1.351038, 1.122862, 6.656996, 4.132788, 0.489962, 0.692619]","[1.575841, 0.575155, 1.174007, 0.880027, 1.627936, 0.984098, 1.957508, 0.703679]","[0.742452, 0.593569, 0.602099, 0.820637, 0.677864, 0.734536, 0.608352, 0.608749, 0.373828, 0.552919, 0.46727, 0.90046, 0.896224, 0.905748, 0.629715]","[0.717991, 0.593569, 0.541389, 0.820637, 0.590631, 0.309554, 0.512577, 0.54679]","[0.339715, 0.325386, 0.300315, 0.35348, 0.329314, 0.34628, 0.332393, 0.370848, 0.335815, 0.395823, 0.329903, 0.518412, 0.496275, 0.489641, 0.355024]","[0.339715, 0.325386, 0.34628, 0.35348, 0.370848, 0.3348, 0.388704, 0.355024]"
NS-0194_assembly,NS-0194_assembly,13,11,209360,167545,99,83,419,266,"[72358, 6659, 19828, 46070, 18520, 5017, 21046, 3928, 1795, 3359, 3804, 4516, 2460]","[72358, 19828, 6659, 8232, 23465, 5017, 17278, 3928, 3804, 4516, 2460]","[0.68286, 0.612097, 0.613416, 0.688134, 0.398974, 0.482401, 0.881069, 0.684328, 5.832126, 3.587805, 0.56798, 0.947629, 0.462553]","[0.68286, 0.613416, 0.612097, 0.486141, 0.961236, 0.482401, 0.874711, 0.684328, 0.56798, 0.691489, 0.462553]","[0.833633, 0.763328, 0.573078, 0.590514, 0.537689, 0.57066, 0.657892, 0.825866, 0.872981, 0.924085, 0.614353, 0.547609, 0.75935]","[0.829694, 0.573078, 0.752365, 0.579082, 0.532154, 0.57066, 0.742447, 0.825866, 0.490799, 0.524358, 0.728862]","[0.336881, 0.353957, 0.343958, 0.362101, 0.30189, 0.369942, 0.365057, 0.387475, 0.513649, 0.493004, 0.326498, 0.356953, 0.39878]","[0.336881, 0.343958, 0.353957, 0.33309, 0.355849, 0.369942, 0.366072, 0.387475, 0.326498, 0.357174, 0.39878]"
NS-0199_assembly,NS-0199_assembly,6,1,58239,18033,11,1,135,20,"[6248, 24887, 1815, 3893, 3363, 18033]",[18033],"[0.643455, 0.945257, 4.856434, 4.286505, 0.481628, 0.76183]",[0.789117],"[0.304417, 0.573753, 0.863361, 0.896224, 0.922985, 0.888981]",[0.648201],"[0.331626, 0.337124, 0.510193, 0.497046, 0.49331, 0.387068]",[0.387068]
NS-0200_assembly,NS-0200_assembly,9,4,141577,125532,19,12,318,237,"[74657, 28869, 5321, 16840, 5166, 1795, 3889, 3359, 1681]","[74657, 23329, 22380, 5166]","[1.117027, 1.051011, 0.46629, 0.406012, 50.807513, 7.018371, 4.35691, 0.475872, 1.212752]","[1.117027, 0.464836, 1.103414, 50.807513]","[0.844408, 0.872043, 0.592934, 0.528741, 0.696671, 0.872981, 0.897146, 0.924085, 0.785247]","[0.844408, 0.580479, 0.881144, 0.696671]","[0.337329, 0.359451, 0.299756, 0.291924, 0.367596, 0.513649, 0.496786, 0.493004, 0.393813]","[0.337329, 0.309186, 0.361037, 0.367596]"
NS-0205_assembly,NS-0205_assembly,7,4,153780,120680,22,22,341,238,"[68770, 24310, 22380, 31485, 1795, 3359, 1681]","[5593, 68770, 24310, 22007]","[1.394953, 0.53736, 1.064041, 1.234778, 6.199278, 5.406344, 1.46086]","[1.155792, 1.394953, 0.532661, 1.06569]","[0.842228, 0.575401, 0.897766, 0.505542, 0.872981, 0.924085, 0.785247]","[0.374754, 0.842228, 0.557096, 0.896079]","[0.340003, 0.311929, 0.360992, 0.363951, 0.513649, 0.493004, 0.393813]","[0.354014, 0.340003, 0.311929, 0.360885]"
NS-0209_assembly,NS-0209_assembly,4,3,27245,87341,6,22,60,136,"[18403, 3893, 1864, 3085]","[66220, 1622, 19499]","[1.037019, 3.890526, 4.205941, 0.723622]","[1.164977, 0.660973, 0.657689]","[0.922024, 0.896224, 0.840665, 0.886224]","[0.571262, 0.758323, 0.841325]","[0.385155, 0.496018, 0.503755, 0.341329]","[0.34257, 0.325524, 0.381917]"
NS-0217_assembly,NS-0217_assembly,3,1,189196,184184,8,6,141,108,"[3332, 1835, 184029]",[184184],"[1.122201, 1.210784, 0.42146]",[0.422062],"[0.931573, 0.853951, 0.545441]",[0.544716],"[0.494298, 0.507357, 0.337126]",[0.337109]
NS-0228_assembly,NS-0228_assembly,0,1,0,44536,0,6,0,35,[],[44536],[],[0.88563],[],[0.482756],[],[0.335481]
NS-0229_assembly,NS-0229_assembly,3,3,85175,85175,5,5,196,155,"[47783, 9671, 27721]","[47783, 9671, 27721]","[0.952599, 0.431349, 0.955886]","[0.952599, 0.431349, 0.955886]","[0.778582, 0.635508, 0.803723]","[0.765481, 0.627029, 0.803723]","[0.345102, 0.307517, 0.357707]","[0.345102, 0.307517, 0.357707]"
NS-0238_assembly,NS-0238_assembly,4,3,121546,120903,44,42,306,206,"[109550, 3785, 5736, 2475]","[109550, 7045, 4308]","[1.035827, 0.791429, 0.467055, 7.979725]","[1.035827, 0.493368, 0.824649]","[0.742017, 0.577279, 0.600244, 0.661818]","[0.740995, 0.572747, 0.388579]","[0.34241, 0.341612, 0.322176, 0.493333]","[0.34241, 0.331867, 0.34494]"
NS-0259_assembly,NS-0259_assembly,17,10,213547,200101,54,47,530,333,"[24586, 17725, 29472, 44591, 23234, 4404, 1968, 2857, 5176, 3626, 4199, 9111, 26666, 4578, 1782, 5679, 3893]","[24586, 17725, 17248, 50995, 44591, 23234, 2857, 5176, 9111, 4578]","[0.787091, 0.473055, 0.634016, 1.128395, 1.011007, 0.642199, 0.674577, 0.607455, 1.072807, 0.755614, 0.558544, 1.445186, 1.370031, 0.510902, 12.604168, 3.99323, 2.752913]","[0.787091, 0.473055, 0.454546, 1.616576, 1.131812, 1.01446, 0.612293, 1.072807, 1.445186, 0.510902]","[0.774302, 0.833568, 0.841477, 0.822655, 0.855255, 0.775431, 0.720528, 0.569828, 0.793663, 0.589906, 0.517742, 0.503677, 0.393722, 0.425076, 0.879349, 0.546575, 0.896224]","[0.774302, 0.833568, 0.773655, 0.368977, 0.799691, 0.855255, 0.561778, 0.77956, 0.503677, 0.425076]","[0.336004, 0.319944, 0.353556, 0.351394, 0.363132, 0.332652, 0.323171, 0.331817, 0.368818, 0.326531, 0.315075, 0.36187, 0.386447, 0.360419, 0.514029, 0.435816, 0.496789]","[0.336004, 0.319944, 0.350012, 0.368644, 0.351394, 0.363132, 0.331817, 0.368818, 0.36187, 0.360419]"
NS-0272_assembly,NS-0272_assembly,2,1,96242,92883,6,4,223,163,"[92883, 3359]",[92883],"[0.979699, 6.136216]",[0.979699],"[0.806262, 0.924085]",[0.802257],"[0.348158, 0.493004]",[0.348158]
NS-0290_assembly,NS-0290_assembly,2,1,40899,42227,10,9,180,106,"[35738, 5161]",[42227],"[0.989078, 2.75941]",[0.949991],"[0.853433, 0.905057]",[0.815189],"[0.355784, 0.499903]",[0.355507]
NS-0294_assembly,NS-0294_assembly,2,2,67432,67432,3,3,214,131,"[60391, 7041]","[60391, 7041]","[0.719478, 0.753776]","[0.719478, 0.753776]","[0.787783, 0.730294]","[0.787783, 0.712541]","[0.345946, 0.349524]","[0.345946, 0.349524]"
NS-0305_assembly,NS-0305_assembly,6,6,170249,183052,38,45,328,273,"[53026, 78930, 28438, 1795, 3359, 4701]","[53026, 78930, 18274, 11771, 16350, 4701]","[0.786899, 1.431575, 2.39822, 4.542687, 3.947153, 5.561783]","[0.786899, 1.431575, 1.861113, 1.431369, 2.414058, 4.69047]","[0.381832, 0.832776, 0.483016, 0.872981, 0.924085, 0.632419]","[0.307491, 0.832776, 0.590128, 0.437516, 0.465505, 0.632419]","[0.348697, 0.336982, 0.340425, 0.513649, 0.493302, 0.317167]","[0.348697, 0.336982, 0.362209, 0.366919, 0.322813, 0.317167]"
NS-0331_assembly,NS-0331_assembly,7,2,129948,113564,21,16,289,252,"[68770, 31413, 17787, 5143, 1795, 3359, 1681]","[108421, 5143]","[1.57566, 1.071522, 0.401819, 40.187132, 8.131679, 5.495978, 0.819129]","[1.267648, 40.187132]","[0.840715, 0.865215, 0.496205, 0.700953, 0.872981, 0.924085, 0.785247]","[0.82092, 0.700953]","[0.340003, 0.362398, 0.296509, 0.368073, 0.513649, 0.493599, 0.393813]","[0.346824, 0.368073]"
NS-0332_assembly,NS-0332_assembly,11,9,142304,269434,85,109,235,334,"[6109, 46931, 3757, 4069, 20779, 20034, 16889, 4688, 13344, 1811, 3893]","[64027, 66426, 32335, 46931, 4007, 12604, 21135, 8625, 13344]","[0.695509, 1.433365, 2.017073, 1.415368, 1.103809, 0.456054, 1.17462, 0.872788, 0.699712, 7.541016, 3.822639]","[1.322453, 1.468191, 0.716757, 1.432363, 1.439648, 1.066195, 1.176916, 0.996268, 0.699712]","[0.527091, 0.62349, 0.318339, 0.82551, 0.599933, 0.493361, 0.683699, 0.49616, 0.433528, 0.865268, 0.896224]","[0.554688, 0.771174, 0.446884, 0.606507, 0.838033, 0.835687, 0.575018, 0.383768, 0.433528]","[0.313636, 0.339605, 0.363056, 0.349226, 0.368545, 0.29989, 0.345254, 0.357722, 0.323591, 0.509663, 0.496275]","[0.352742, 0.342803, 0.310685, 0.339349, 0.348889, 0.363535, 0.347812, 0.346203, 0.323591]"
NS-0340_assembly,NS-0340_assembly,1,1,3893,165951,2,22,9,112,[3893],[165951],[3.231025],[1.169619],[0.896224],[0.301848],[0.496275],[0.362932]
NS-0355_assembly,NS-0355_assembly,6,3,110578,116694,19,16,276,224,"[68770, 31084, 1795, 3889, 3359, 1681]","[68770, 23329, 24595]","[1.51517, 0.994903, 8.081767, 4.322711, 0.450878, 2.637439]","[1.51517, 0.421258, 1.033502]","[0.81031, 0.809902, 0.872981, 0.897146, 0.924085, 0.785247]","[0.81031, 0.580479, 0.801789]","[0.340294, 0.361601, 0.513649, 0.496786, 0.493004, 0.393813]","[0.340294, 0.309186, 0.363651]"
NS-0372_assembly,NS-0372_assembly,6,3,89304,106096,15,15,255,230,"[4657, 68771, 6833, 1795, 3889, 3359]","[68771, 30492, 6833]","[0.475457, 1.488519, 0.939712, 8.493587, 4.278217, 0.501462]","[1.488519, 0.982764, 0.93618]","[0.799227, 0.810269, 0.756622, 0.872981, 0.897146, 0.924085]","[0.810269, 0.811032, 0.722084]","[0.330041, 0.340172, 0.358408, 0.513649, 0.4973, 0.493599]","[0.340172, 0.361636, 0.358408]"
NS-0383_assembly,NS-0383_assembly,3,1,66306,61108,4,1,130,101,"[61108, 3363, 1835]",[61108],"[1.009466, 1.187672, 1.246223]",[1.009466],"[0.793317, 0.922985, 0.853951]",[0.793006],"[0.329564, 0.491525, 0.507357]",[0.329564]
NS-0395_assembly,NS-0395_assembly,4,2,81208,75963,8,7,162,154,"[5217, 68770, 5540, 1681]","[68770, 7193]","[1.305642, 1.705118, 0.583813, 0.682758]","[1.705118, 1.026549]","[0.909335, 0.842228, 0.712996, 0.785247]","[0.842228, 0.70944]","[0.502013, 0.340003, 0.296029, 0.393813]","[0.340003, 0.355624]"
NS-0405_assembly,NS-0405_assembly,1,1,61126,61126,1,1,127,123,[61126],[61126],[1.064905],[1.064905],[0.78384],[0.769018],[0.339005],[0.339005]
NS-0501_assembly,NS-0501_assembly,11,9,234817,199141,71,61,400,253,"[78111, 10690, 22786, 29756, 15419, 11658, 24069, 14613, 4229, 5452, 18034]","[78111, 10690, 22786, 15419, 24069, 14613, 5452, 9967, 18034]","[1.600323, 0.877818, 1.115225, 0.666115, 0.509403, 0.85432, 1.781655, 1.074577, 0.482922, 1.14682, 0.503842]","[1.600323, 0.877818, 1.115225, 0.509403, 1.781655, 1.102678, 1.14682, 0.629347, 0.528689]","[0.46078, 0.629747, 0.656017, 0.624916, 0.676892, 0.650369, 0.849101, 0.754876, 0.480255, 0.684703, 0.885439]","[0.449194, 0.629747, 0.64408, 0.676892, 0.841248, 0.754876, 0.684703, 0.360088, 0.648165]","[0.368156, 0.327783, 0.351576, 0.323565, 0.326026, 0.338394, 0.364452, 0.36796, 0.296051, 0.352531, 0.387158]","[0.368156, 0.327783, 0.351576, 0.326026, 0.364452, 0.36796, 0.352531, 0.325775, 0.387158]"
NS-0539_assembly,NS-0539_assembly,3,1,65050,53457,10,1,113,86,"[6739, 53457, 4854]",[53457],"[5.32019, 1.210004, 0.405546]",[1.210004],"[0.861552, 0.818041, 0.593531]",[0.818041],"[0.503636, 0.329405, 0.298311]",[0.329405]
NS-0601_assembly,NS-0601_assembly,2,0,5538,0,3,0,11,0,"[1645, 3893]",[],"[2.774528, 0.939235]",[],"[0.952584, 0.896224]",[],"[0.526444, 0.496532]",[]
NS-0613_assembly,NS-0613_assembly,7,5,83365,64603,12,9,199,139,"[4922, 3407, 5305, 36583, 20043, 3370, 9735]","[4922, 14423, 36583, 3370, 5305]","[0.447564, 9.072164, 0.880806, 1.276823, 0.913097, 0.594177, 1.538565]","[0.447564, 0.956399, 1.276823, 0.594177, 0.880806]","[0.976026, 0.876724, 0.84656, 0.898942, 0.647408, 0.744214, 0.792501]","[0.976026, 0.317826, 0.898942, 0.744214, 0.493308]","[0.303941, 0.492222, 0.340999, 0.364268, 0.365963, 0.361128, 0.374217]","[0.303941, 0.351799, 0.364268, 0.361128, 0.340999]"
NS-0642_assembly,NS-0642_assembly,2,2,52120,52120,8,8,325,116,"[18154, 33966]","[18154, 33966]","[0.651655, 1.94711]","[0.651655, 1.94711]","[0.739562, 0.891362]","[0.729591, 0.872637]","[0.329294, 0.371607]","[0.329294, 0.371607]"
NS-0657_assembly,NS-0657_assembly,11,6,114930,56496,25,11,198,49,"[6890, 3897, 10393, 28482, 5104, 5164, 1882, 14640, 25048, 11388, 2042]","[6890, 10393, 5104, 3897, 5164, 25048]","[0.541984, 0.765164, 0.61931, 0.828285, 0.844026, 0.569927, 1.360867, 1.068383, 1.424489, 5.543558, 9.164644]","[0.541984, 0.61931, 0.872107, 0.765164, 0.569927, 1.424489]","[0.835269, 0.641776, 0.783797, 0.770487, 0.765674, 0.681448, 0.687035, 0.59918, 0.637496, 0.469354, 0.767385]","[0.832511, 0.783797, 0.689459, 0.412882, 0.681448, 0.466664]","[0.308418, 0.344881, 0.3257, 0.346675, 0.339929, 0.32591, 0.373539, 0.389003, 0.377196, 0.352125, 0.486288]","[0.308418, 0.3257, 0.339929, 0.344881, 0.32591, 0.377196]"
NS-0672_assembly,NS-0672_assembly,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[]
NS-0687_assembly,NS-0687_assembly,4,1,83365,68770,5,1,201,148,"[68770, 8867, 3893, 1835]",[68770],"[1.492807, 0.743906, 3.449397, 4.570413]",[1.492807],"[0.865348, 0.789331, 0.896224, 0.853951]",[0.865348],"[0.339974, 0.331679, 0.496789, 0.507357]",[0.339974]
NS-0717_assembly,NS-0717_assembly,9,5,188785,172623,51,45,423,323,"[75205, 25352, 7392, 29910, 8159, 1810, 3889, 33997, 3071]","[75205, 25352, 29910, 8159, 33997]","[1.335618, 1.912898, 0.62459, 0.974645, 1.998999, 5.959483, 3.561332, 0.537502, 1.023975]","[1.335618, 1.912898, 0.974645, 1.998999, 0.537502]","[0.747743, 0.847034, 0.736878, 0.825042, 0.525309, 0.865746, 0.897146, 0.641174, 0.601758]","[0.747743, 0.847034, 0.810164, 0.525309, 0.641174]","[0.340469, 0.365928, 0.316423, 0.360782, 0.361074, 0.51105, 0.496529, 0.322117, 0.366656]","[0.340469, 0.365928, 0.360782, 0.361074, 0.322117]"
NS-0722_assembly,NS-0722_assembly,9,4,78911,57441,17,8,160,89,"[4653, 5540, 29901, 15906, 8674, 2960, 2444, 5712, 3121]","[29901, 15906, 8674, 2960]","[9.741974, 0.66727, 1.265516, 0.820361, 1.247694, 0.792017, 1.082925, 0.970844, 0.809191]","[1.265516, 0.820361, 1.247694, 0.792017]","[0.352461, 0.771841, 0.689977, 0.798881, 0.612059, 0.763176, 0.529051, 0.495098, 0.575457]","[0.689977, 0.759085, 0.612059, 0.763176]","[0.505265, 0.32148, 0.352062, 0.316547, 0.338252, 0.369595, 0.349018, 0.344013, 0.361423]","[0.352062, 0.316547, 0.338252, 0.369595]"
NS-0747_assembly,NS-0747_assembly,10,6,128862,123702,15,15,362,261,"[6800, 48269, 11816, 8536, 34298, 9379, 2394, 1795, 3889, 1686]","[11404, 48269, 11816, 8536, 34298, 9379]","[0.690814, 1.133078, 0.675391, 0.547045, 0.759802, 0.930331, 1.068161, 7.479943, 2.808698, 1.481278]","[0.718707, 1.133078, 0.675391, 0.547045, 0.759802, 0.930331]","[0.801176, 0.850132, 0.799848, 0.689199, 0.606187, 0.783559, 0.5401, 0.872981, 0.897146, 0.782918]","[0.550158, 0.850132, 0.799848, 0.689199, 0.606187, 0.775776]","[0.324853, 0.347884, 0.331669, 0.308693, 0.352382, 0.366777, 0.354219, 0.513649, 0.4973, 0.393238]","[0.349351, 0.347884, 0.331669, 0.308693, 0.352382, 0.366777]"
NS-0760_assembly,NS-0760_assembly,3,3,159877,159877,39,40,442,254,"[76748, 58411, 24718]","[76748, 71342, 11787]","[0.877829, 1.200648, 0.83663]","[0.877829, 1.058818, 1.084932]","[0.465211, 0.73695, 0.798689]","[0.456286, 0.772672, 0.625265]","[0.353338, 0.357963, 0.361842]","[0.353338, 0.359508, 0.357003]"
NS-0822_assembly,NS-0822_assembly,8,7,267591,279047,95,98,572,461,"[175371, 15619, 57919, 6445, 5009, 1779, 1867, 3582]","[175371, 15619, 57919, 19680, 5009, 1867, 3582]","[1.368268, 0.45159, 0.890183, 0.727855, 2.039755, 3.263566, 1.464905, 1.166123]","[1.370028, 0.465209, 0.904147, 0.971937, 2.025016, 1.463234, 1.621887]","[0.745471, 0.728728, 0.699546, 0.733592, 0.496706, 0.880832, 0.86181, 0.520938]","[0.737619, 0.724694, 0.693935, 0.677236, 0.496706, 0.86181, 0.520938]","[0.342542, 0.325501, 0.363905, 0.379209, 0.354362, 0.514334, 0.329941, 0.349805]","[0.342542, 0.325501, 0.363905, 0.369461, 0.354362, 0.329941, 0.349805]"
NS-0834_assembly,NS-0834_assembly,5,2,117933,74891,21,13,280,163,"[5216, 14346, 15133, 5047, 78191]","[21246, 53645]","[6.420785, 0.690463, 0.772885, 0.404579, 1.104057]","[0.764753, 1.166855]","[0.894172, 0.645964, 0.822705, 0.613632, 0.548772]","[0.738586, 0.795694]","[0.498658, 0.32929, 0.320029, 0.298989, 0.3488]","[0.324155, 0.343685]"
NS-0884_assembly,NS-0884_assembly,7,2,101087,92878,15,20,294,187,"[15839, 68770, 6967, 1795, 3359, 2676, 1681]","[24108, 68770]","[0.477674, 1.155227, 0.763159, 1.928498, 0.845002, 1.027011, 0.483729]","[0.71422, 1.155227]","[0.808826, 0.840715, 0.781972, 0.872981, 0.924085, 0.804933, 0.785247]","[0.674755, 0.840715]","[0.315424, 0.340003, 0.323095, 0.513649, 0.493004, 0.322496, 0.393813]","[0.325162, 0.340003]"
NS-0889_assembly,NS-0889_assembly,5,2,90071,72154,20,11,210,145,"[68770, 12752, 1738, 3427, 3384]","[68770, 3384]","[1.163328, 0.546756, 3.254135, 0.713262, 1.938047]","[1.163328, 1.939276]","[0.805119, 0.607983, 0.899885, 0.905748, 0.693262]","[0.805119, 0.693262]","[0.34009, 0.308657, 0.518412, 0.489641, 0.341017]","[0.34009, 0.341017]"
NS-0898_assembly,NS-0898_assembly,1,1,5165,5165,1,1,8,8,[5165],[5165],[53.806737],[53.806737],[0.697773],[0.697773],[0.368054],[0.368054]
NS-0992_assembly,NS-0992_assembly,2,1,85174,112580,5,6,174,140,"[81891, 3283]",[112580],"[1.112127, 0.480069]",[1.048455],"[0.714926, 0.887907]",[0.476248],"[0.345642, 0.492842]",[0.347904]
NS-1020_assembly,NS-1020_assembly,1,1,57860,57860,1,1,129,127,[57860],[57860],[1.099094],[1.099094],[0.803457],[0.803457],[0.348635],[0.348635]
NS-1027_assembly,NS-1027_assembly,1,0,1810,0,1,0,2,0,[1810],[],[2.598028],[],[0.865746],[],[0.51105],[]
